"oblast_intervence_nazev_en";"oblast_intervence_kod";"climate_share";"sc_id";"sc_nazev";"op_zkr";"op_id";"fin_pravniakt_czv";"fin_pravniakt_eu";"fin_pravniakt_narodni_verejne";"fin_pravniakt_soukr";"fin_vyuct_czv";"fin_vyuct_eu";"fin_vyuct_narodni_verejne";"fin_vyuct_soukr";"fin_vyuct_verejne";"fin_vyuct_narodni";"n_prj"
"Evaluation and studies";"IX.0.122";"0,0";"04.4.125.4.1";"Podpora a zajištění implementace OP Doprava";"OP D";"04";"15763279,791327186";"13398787,822628107";"2364491,9686990781";"0,000000000";"3529376,3515434437";"2999969,8355629272";"529406,5159805166";"0,00000000000000000000000000";"3529376,3515434437";"529406,5159805163";"1"
"Evaluation and studies";"IX.0.122";"0,0";"05.6.125.6.1";"Zajistit řádné a efektivní řízení a administraci";"OP ŽP";"05";"24113129,000000000";"20496159,649999999";"3616969,3500000001";"0,000000000";"9929254,0000000000";"8439865,9000000004";"1489388,1000000001";"0,00000000000000000000000000";"9929254,0000000000";"1489388,1000000001";"11"
"Evaluation and studies";"IX.0.122";"0,0";"06.5.125.5.1";"Zajištění kvalitního řízení a implementace programu";"IROP";"06";"29499800,000000000";"25074830,000000000";"4424970,0000000000";"0,000000000";"7711330,0000000000";"6554630,5000000000";"1156699,5000000000";"0,00000000000000000000000000";"7711330,0000000000";"1156699,5000000000";"1"
"Evaluation and studies";"IX.0.122";"0,0";"07.5.125.5.1";"Zajištění kvalitního a efektivního řízení programu";"OP PPR";"07";"202477069,600000024";"101238534,800000012";"101238534,8000000119";"0,000000000";"154647433,8913777471";"77323716,9281888753";"77323716,9631888717";"0,00000000000000000000000000";"154647433,8913777471";"77323716,9631888717";"1"
"Evaluation and studies";"IX.0.122";"0,0";"08.1.125.1.1";"Vytvořit podmínky pro naplnění cílů Dohody o partnerství a koordinace řízení";"OP TP";"08";"126879961,870001331";"107847967,556276143";"19031994,3137251958";"0,000000000";"99163157,0740616322";"84288682,6150523722";"14874474,4590092432";"-0,00000000088475644588470476";"99163157,0740616024";"14874474,4590092450";"19"
"Evaluation and studies";"IX.0.122";"0,0";"08.1.125.1.3";"Podpořit kapacity pro implementaci ESIF na nižší než národní úrovni";"OP TP";"08";"66016745,880000003";"56114233,979999997";"9902511,9000000004";"0,000000000";"43382349,2159999982";"36874996,7779999971";"6507352,4379999992";"0,00000000011641532182693481";"43382349,2159999982";"6507352,4380000001";"12"
"Information and communication";"IX.0.123";"0,0";"01.5.125.5.2";"Zajištění informovanosti, publicity a absorpční kapacity operačního programu";"OP PIK";"01";"153452655,000000000";"130434756,750000000";"23017898,2500000000";"0,000000000";"17423879,4900000021";"14810297,3399999980";"2613582,1499999999";"0,00000000046566128730773926";"17423879,4899999984";"2613582,1500000008";"5"
"Information and communication";"IX.0.123";"0,0";"02.4.125.1";"Zajištění efektivní administrace";"OP VVV";"02";"6314451,621769384";"5124177,476273705";"1190274,1454956790";"0,000000000";"3266535,3953946535";"2650793,3238317282";"615742,0715629251";"-0,00000000006752088626584171";"3266535,3953946535";"615742,0715629251";"6"
"Information and communication";"IX.0.123";"0,0";"02.4.125.2";"Zajištění informovanosti, publicity a absorpční kapacity";"OP VVV";"02";"78338914,360797957";"63572028,965194687";"14766885,3956032656";"0,000000000";"61201330,8701146096";"49664879,7698633447";"11536451,1002512723";"-0,00000000009546056349202247";"61201330,8701146096";"11536451,1002512723";"8"
"Information and communication";"IX.0.123";"0,0";"03.5.125.1";"Zajistit řádnou implementaci OPZ prostřednictvím poskytnutí spolehlivých a efektivních služeb pro řízení a administraci programu";"OP Z";"03";"58905748,043456629";"48492684,427552678";"10413063,6159039438";"0,000000000";"22514460,1657258123";"18534466,2987742797";"3979993,8669515299";"0,00000000000000000000000000";"22514460,1657258123";"3979993,8669515308";"2"
"Information and communication";"IX.0.123";"0,0";"04.4.125.4.1";"Podpora a zajištění implementace OP Doprava";"OP D";"04";"49167389,972230710";"41792281,476375706";"7375108,4958550073";"0,000000000";"11622187,2662457228";"9878858,9902052153";"1743328,2760405086";"0,00000000000000000000000000";"11622187,2662457228";"1743328,2760405079";"2"
"Information and communication";"IX.0.123";"0,0";"05.6.125.6.2";"Zajistit informovanost, publicitu a absorpční kapacitu";"OP ŽP";"05";"92210929,000000000";"78379289,650000006";"13831639,3499999996";"0,000000000";"65759372,3800000027";"55895466,4399999976";"9863905,9399999995";"-0,00000000023283064365386963";"65759372,3800000027";"9863905,9400000013";"6"
"Information and communication";"IX.0.123";"0,0";"06.5.125.5.1";"Zajištění kvalitního řízení a implementace programu";"IROP";"06";"132037363,510000020";"112231758,939999998";"19805604,5700000003";"0,000000000";"97450503,6400000006";"82832927,9399999827";"14617575,6999999993";"-0,00000000215368345379829407";"97450503,6400000155";"14617575,6999999993";"21"
"Information and communication";"IX.0.123";"0,0";"07.5.125.5.2";"Zajištění informovanosti, publicity a absorpční kapacity programu";"OP PPR";"07";"63990000,000000000";"31995000,000000000";"31995000,0000000000";"0,000000000";"36233761,5600000024";"18116880,7699999996";"18116880,7899999991";"0,00000000000000000000000000";"36233761,5600000024";"18116880,7900000028";"1"
"Information and communication";"IX.0.123";"0,0";"08.1.125.1.2";"Zajistit informovanost o ESIF u cílových skupin";"OP TP";"08";"383256318,399999976";"325767870,629999995";"57488447,7699999958";"0,000000000";"195143133,5799999833";"165871664,3499999940";"29271469,2300000042";"0,00000000745058059692382812";"195143133,5799999833";"29271469,2300000004";"8"
"Information and communication";"IX.0.123";"0,0";NA;NA;"IROP";"06";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"2"
"Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility";"V.0.102";"0,0";"03.1.48.1";"Zvýšit zaměstnanost podpořených osob, zejména starších, nízkokvalifikovaných a znevýhodněných";"OP Z";"03";"20436502870,699996948";"16971068765,800058365";"3430312774,2200107574";"35121330,680000000";"16836825474,0900020599";"13987343339,1000003815";"2820036649,1999993324";"29445485,79000055789947509765625000";"16807379988,3000011444";"2849482134,9899988174";"463"
"Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility";"V.0.102";"0,0";"03.1.48.2";"Zvýšit zaměstnanost podpořených mladých osob prostřednictvím programu Záruky pro mládež";"OP Z";"03";"1404267817,000000000";"1193627644,449999809";"210640172,5500000119";"0,000000000";"1262875663,9300000668";"1073444313,8899999857";"189431350,0399999917";"-0,00000006705522537231445312";"1262875663,9300003052";"189431350,0399999321";"13"
"Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility";"V.0.102";"0,0";"03.3.48.1";"Zvýšit kvalitu a kvantitu využívání sociálních inovací a mezinárodní spolupráce v tematických oblastech OPZ (TC8)";"OP Z";"03";"343461988,312133968";"311404625,786812961";"25952337,1153189167";"6105025,410002059";"293397221,9016577601";"265962831,5196742713";"22058131,4394931085";"5376258,94249016139656305313110352";"288020962,9591676593";"27434390,3819832727";"155"
"Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility";"V.0.102";"0,0";"03.3.60.1";"Zvýšit kvalitu a kvantitu využívání sociálních inovací a mezinárodní spolupráce v tematických oblastech OPZ (TC9)";"OP Z";"03";"210186495,563103169";"190756674,987572998";"17253492,9186848402";"2176327,656845271";"172424111,2571936846";"156460823,2642689943";"14025750,7160176560";"1937537,27690696949139237403869629";"170486573,9802867174";"15963287,9929246213";"138"
"Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility";"V.0.102";"0,0";"03.3.74.1";"Zvýšit kvalitu a kvantitu využívání sociálních inovací a mezinárodní spolupráce v tematických oblastech OPZ (TC11)";"OP Z";"03";"71530637,767821550";"64994883,239314027";"5801308,2609906057";"734446,267516923";"57355898,5219732225";"52115289,1907671839";"4590770,9417445147";"649838,38946153572760522365570068";"56706060,1325116903";"5240609,3312060507";"75"
"Sustainable integration into the labour market of young people, in particular those not in employment, education or training, including young people at risk of social exclusion and young people from marginalised communities, including through the implementation of the Youth Guarantee";"V.0.103";"0,0";"03.1.49.1";"Zvýšit zaměstnanost podpořených mladých lidí, kteří nejsou v zaměstnání, ve vzdělávání nebo v profesní přípravě v regionu NUTS II Severozápad ";"OP Z";"03";"872385691,799999952";"801640767,720000029";"70744924,0799999982";"0,000000000";"767994965,5900000334";"705715317,9199999571";"62279647,6700000018";"0,00000003166496753692626953";"767994965,5900000334";"62279647,6700000465";"8"
"Equality between men and women in all areas, including in access to employment, career progression, reconciliation of work and private life and promotion of equal pay for equal work";"V.0.105";"0,0";"03.1.51.1";"Snížit rozdíly v postavení žen a mužů na trhu práce";"OP Z";"03";"8980063435,579999924";"7245296131,960022926";"1579684181,1300077438";"155083122,489999920";"7765119820,3599987030";"6286315555,9100055695";"1346902232,7799990177";"131902031,67000006139278411865234375";"7633217788,6900043488";"1478804264,4500017166";"3140"
"Equality between men and women in all areas, including in access to employment, career progression, reconciliation of work and private life and promotion of equal pay for equal work";"V.0.105";"0,0";"07.4.51.4.3";"Zvýšení dostupnosti zařízení péče o děti";"OP PPR";"07";"241157512,500000000";"120578756,250000000";"105872821,6399999559";"14705934,609999998";"162736261,8199999928";"81368130,8199999928";"71809721,2099999934";"9558409,79000000096857547760009766";"153177852,0300000012";"81368131,0000000000";"64"
"Equality between men and women in all areas, including in access to employment, career progression, reconciliation of work and private life and promotion of equal pay for equal work";"V.0.105";"0,0";NA;NA;"OP Z";"03";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"1"
"Adaptation of workers, enterprises and entrepreneurs to change";"V.0.106";"0,0";"03.1.52.1";"Zvýšit odbornou úroveň znalostí, dovedností a kompetencí pracovníků a soulad kvalifikační úrovně pracovní síly s požadavky trhu práce";"OP Z";"03";"13730887045,456031799";"11328338574,307521820";"1812274222,8484992981";"590274248,299998760";"10783498256,9395198822";"8883755588,0660114288";"1480857306,8509981632";"418885362,02250009775161743164062500";"10364612894,9169940948";"1899742668,8735013008";"2886"
"Adaptation of workers, enterprises and entrepreneurs to change";"V.0.106";"0,0";"03.1.52.2";"Zvýšit adaptabilitu starších pracovníků";"OP Z";"03";"2921208204,574008942";"2411617803,517504215";"403517475,2864999175";"106072925,769999936";"2298196856,1605043411";"1893794369,3189997673";"328918435,1139999032";"75484051,72750012576580047607421875";"2222712804,4329972267";"404402486,8414996862";"2864"
"Modernisation of labour market institutions, such as public and private employment services, and improving the matching of labour market needs, including throughactions that enhance transnational labour mobility as well as through mobility schemes and better cooperation between institutions and relevant stakeholders";"V.0.108";"0,0";"03.1.54.1";"Zvýšit kapacitu, komplexnost a kvalitu služeb poskytovaných institucemi veřejných služeb zaměstnanosti";"OP Z";"03";"2198100048,949999809";"1810992649,269999981";"387107399,6799999475";"0,000000000";"1777376645,3699998856";"1464362843,7899999619";"313013801,5799999833";"0,00000001490116119384765625";"1777376645,3699998856";"313013801,5799999833";"7"
"Modernisation of labour market institutions, such as public and private employment services, and improving the matching of labour market needs, including throughactions that enhance transnational labour mobility as well as through mobility schemes and better cooperation between institutions and relevant stakeholders";"V.0.108";"0,0";"03.1.54.2";"Zvýšit kvalitu systému dalšího vzdělávání";"OP Z";"03";"560048649,589999914";"461418481,850000024";"98630167,7400000095";"0,000000000";"441163129,4199999571";"363469890,2799999714";"77693239,1400000006";"0,00000000372529029846191406";"441163129,4199999571";"77693239,1400000155";"7"
"Active inclusion, including with a view to promoting equal opportunities and active participation, and improving employability";"VI.0.109";"0,0";"03.2.60.1";"Zvýšit uplatnitelnost osob ohrožených sociálním vyloučením nebo sociálně vyloučených ve společnosti a na trhu práce";"OP Z";"03";"12369145517,428634644";"10168139220,798120499";"2198843067,5005493164";"2163229,130000000";"11536560787,9657669067";"9515773200,5794372559";"2018976038,4363350868";"1811548,95000018714927136898040771";"11534749239,0157642365";"2020787587,3863339424";"757"
"Active inclusion, including with a view to promoting equal opportunities and active participation, and improving employability";"VI.0.109";"0,0";"03.2.60.1";"Zvýšit uplatnitelnost osob ohrožených sociálním vyloučením nebo sociálně vyloučených ve společnosti a na trhu práce ";"OP Z";"03";"2943929,220000000";"1471964,610000000";"1471964,6099999999";"0,000000000";"1514152,2900000000";"757076,1399999999";"757076,1500000000";"0,00000000011641532182693481";"1514152,2900000000";"757076,1500000001";"3"
"Active inclusion, including with a view to promoting equal opportunities and active participation, and improving employability";"VI.0.109";"0,0";"03.2.60.2";"Rozvoj sektoru sociální ekonomiky";"OP Z";"03";"497566869,626000106";"418398337,880000114";"14647400,5660000052";"64521131,180000000";"450319930,9619998932";"379193228,7810000777";"11603280,6409999989";"59523421,53999999165534973144531250";"390796509,4220000505";"71126702,1810000092";"188"
"Active inclusion, including with a view to promoting equal opportunities and active participation, and improving employability";"VI.0.109";"0,0";"03.2.63.1";"Zvýšit kvalitu a udržitelnost systému sociálních služeb, služeb pro rodiny a děti a dalších navazujících služeb podporujících sociální začleňování";"OP Z";"03";"146395756,973711818";"95020780,760900036";"51374976,2128117830";"0,000000000";"121839759,1032381207";"81552829,4206940681";"40286929,6825439259";"0,00000000146916136102651354";"121839759,1032381058";"40286929,6825439259";"123"
"Active inclusion, including with a view to promoting equal opportunities and active participation, and improving employability";"VI.0.109";"0,0";"03.2.63.1";"Zvýšit kvalitu a udržitelnost systému sociálních služeb, služeb pro rodiny a děti a dalších navazujících služeb podporujících sociální začleňování ";"OP Z";"03";"2943929,220000000";"1471964,610000000";"1471964,6099999999";"0,000000000";"1514152,2900000000";"757076,1399999999";"757076,1500000000";"0,00000000011641532182693481";"1514152,2900000000";"757076,1500000001";"3"
"Active inclusion, including with a view to promoting equal opportunities and active participation, and improving employability";"VI.0.109";"0,0";"03.3.48.1";"Zvýšit kvalitu a kvantitu využívání sociálních inovací a mezinárodní spolupráce v tematických oblastech OPZ (TC8)";"OP Z";"03";"194531155,997183859";"176531763,747061968";"16603540,1907265652";"1395852,059395237";"157725835,0858446360";"143105528,3447686732";"13458923,3965726048";"1161383,34450334357097744941711426";"156564451,7413412929";"14620306,7410759423";"139"
"Active inclusion, including with a view to promoting equal opportunities and active participation, and improving employability";"VI.0.109";"0,0";"03.3.60.1";"Zvýšit kvalitu a kvantitu využívání sociálních inovací a mezinárodní spolupráce v tematických oblastech OPZ (TC9)";"OP Z";"03";"257189748,420158058";"233615293,887552023";"22218561,0552595407";"1355893,477346550";"215918898,0058219135";"196120753,7454011440";"18691036,9282837883";"1107107,33213698025792837142944336";"214811790,6736849546";"19798144,2604207657";"145"
"Active inclusion, including with a view to promoting equal opportunities and active participation, and improving employability";"VI.0.109";"0,0";"03.3.74.1";"Zvýšit kvalitu a kvantitu využívání sociálních inovací a mezinárodní spolupráce v tematických oblastech OPZ (TC11)";"OP Z";"03";"69703342,851618469";"63334548,248186007";"5880395,8686479963";"488398,734784462";"54506326,3531263247";"49526082,3380247578";"4585416,5195915764";"394827,49550999066559597849845886";"54111498,8576163352";"4980244,0151015660";"74"
"Socio-economic integration of marginalised communities such as the Roma";"VI.0.110";"0,0";"02.3.61.1";"Sociální integrace dětí a žáků včetně začleňování romských dětí do vzdělávání";"OP VVV";"02";"5043954844,543241501";"4190724276,488661289";"807856824,2845748663";"45373743,770000003";"4082904882,8229985237";"3400186605,2335629463";"640295327,1594387293";"42422950,42999997735023498535156250";"4040481932,3929996490";"682718277,5894391537";"7973"
"Socio-economic integration of marginalised communities such as the Roma";"VI.0.110";"0,0";"02.3.62.1";"Kvalitní podmínky pro inkluzívní vzdělávání";"OP VVV";"02";"123310413,968125626";"101820245,430747405";"21490168,5373782776";"0,000000000";"48296415,8662866503";"39879561,8140483573";"8416854,0522382520";"0,00000000001770152651668784";"48296415,8662866503";"8416854,0522382520";"3136"
"Socio-economic integration of marginalised communities such as the Roma";"VI.0.110";"0,0";"02.3.68.1";"Zvýšení kvality předškolního vzdělávání včetně usnadnění přechodu dětí na ZŠ";"OP VVV";"02";"13306117,002180107";"10901097,259058679";"2405019,7431214303";"0,000000000";"12858960,0637541413";"10558706,3326986786";"2300253,7310554916";"0,00000000000122260140194822";"12858960,0637541413";"2300253,7310554921";"1030"
"Socio-economic integration of marginalised communities such as the Roma";"VI.0.110";"0,0";"02.3.68.2";"Zlepšení kvality vzdělávání a výsledků žáků v klíčových kompetencích";"OP VVV";"02";"61408163,485281102";"50428982,227019846";"10979181,2582613733";"0,000000000";"59460471,4421648160";"48890119,0596275851";"10570352,3825372625";"-0,00000000000105178149368669";"59460471,4421648160";"10570352,3825372607";"1961"
"Socio-economic integration of marginalised communities such as the Roma";"VI.0.110";"0,0";"02.3.68.5";"Zvyšení kvality vzdělávání a odborné přípravy včetně posílení jejich relevance pro trh práce";"OP VVV";"02";"262494874,011012495";"214386906,332586259";"48107967,6784262881";"0,000000000";"112121970,9028837085";"91973982,8012612164";"20147988,1016223803";"0,00000000003410396954897900";"112121970,9028837085";"20147988,1016223803";"6782"
"Socio-economic integration of marginalised communities such as the Roma";"VI.0.110";"0,0";NA;NA;"OP VVV";"02";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"2"
"Combating all forms of discrimination and promoting equal opportunities";"VI.0.111";"0,0";"02.3.61.1";"Sociální integrace dětí a žáků včetně začleňování romských dětí do vzdělávání";"OP VVV";"02";"62385982,098815635";"51787288,641977854";"10598693,4568377882";"0,000000000";"34055749,7925371602";"28176033,8544518277";"5879715,9380854452";"0,00000000000638336998264819";"34055749,7925371602";"5879715,9380854452";"2158"
"Combating all forms of discrimination and promoting equal opportunities";"VI.0.111";"0,0";"02.3.62.1";"Kvalitní podmínky pro inkluzívní vzdělávání";"OP VVV";"02";"658178646,812902212";"541418524,126930833";"116760122,6859720498";"0,000000000";"564570087,8802151680";"464076675,7446894646";"100493412,1355256438";"-0,00000000089900903955671065";"564570087,8802151680";"100493412,1355256289";"2332"
"Combating all forms of discrimination and promoting equal opportunities";"VI.0.111";"0,0";"02.3.68.5";"Zvyšení kvality vzdělávání a odborné přípravy včetně posílení jejich relevance pro trh práce";"OP VVV";"02";"28544504,685422912";"23783164,294012550";"4761340,3914104989";"0,000000000";"11832161,9793241844";"9764561,4729526062";"2067600,5063715526";"0,00000000001243561447796870";"11832161,9793241844";"2067600,5063715528";"2297"
"Enhancing access to affordable, sustainable and high-quality services, including health care and social services of general interest";"VI.0.112";"0,0";"03.2.60.1";"Zvýšit uplatnitelnost osob ohrožených sociálním vyloučením nebo sociálně vyloučených ve společnosti a na trhu práce";"OP Z";"03";"141974135,417358845";"93302518,644900009";"48671616,7724588290";"0,000000000";"119979018,0372307599";"81133269,7395652980";"38845748,2976654172";"0,00000000142259523226140931";"119979018,0372307599";"38845748,2976654246";"121"
"Enhancing access to affordable, sustainable and high-quality services, including health care and social services of general interest";"VI.0.112";"0,0";"03.2.63.1";"Zvýšit kvalitu a udržitelnost systému sociálních služeb, služeb pro rodiny a děti a dalších navazujících služeb podporujících sociální začleňování";"OP Z";"03";"4222487269,614289284";"3328722154,436089516";"890501649,0081897974";"3263466,170000000";"3388476421,6917619705";"2718012380,2693004608";"667692637,7224558592";"2771403,70000000763684511184692383";"3385705017,9917626381";"670464041,4224557877";"711"
"Enhancing access to affordable, sustainable and high-quality services, including health care and social services of general interest";"VI.0.112";"0,0";"03.2.63.2";"Zvýšit dostupnost a efektivitu zdravotních služeb a umožnit přesun těžiště psychiatrické péče do komunity";"OP Z";"03";"2269485773,579999924";"1760269902,950000048";"509215870,6299999952";"0,000000000";"1697410164,7800002098";"1316553756,7899999619";"380856407,9900000095";"-0,00000002793967723846435547";"1697410164,7800002098";"380856407,9899999499";"38"
"Enhancing access to affordable, sustainable and high-quality services, including health care and social services of general interest";"VI.0.112";"0,0";"07.3.63.3.3";"Posílení aktivit pro integraci, komunitní služby a prevenci";"OP PPR";"07";"776961377,009999871";"388480688,260000110";"385577617,2499998212";"2903071,500000000";"682190853,5800001621";"341095425,1600002050";"338727573,1999998093";"2367855,21999998949468135833740234";"679822998,3600003719";"341095428,4199997783";"177"
"Community-led local development strategies";"VI.0.114";"0,0";"03.2.65.1";"Zvýšit zapojení lokálních aktérů do řešení problémů nezaměstnanosti a sociálního začleňování ve venkovských oblastech";"OP Z";"03";"1988712405,140000820";"1690367127,329989910";"262035062,8799989223";"36310214,930000007";"1686601557,9299983978";"1433611304,9999997616";"223476407,5399991870";"29513845,39000001549720764160156250";"1657087712,5399994850";"252990252,9299990237";"1293"
"Reducing and preventing early school-leaving and promoting equal access to good quality early-childhood, primary and secondary education including formal, non-formal and informal learning pathways for reintegrating into education and training";"VII.0.115";"0,0";"02.3.61.1";"Sociální integrace dětí a žáků včetně začleňování romských dětí do vzdělávání";"OP VVV";"02";"204361440,245655686";"169172529,775373727";"35188910,4702821746";"0,000000000";"146259868,0003768802";"120974904,2018438578";"25284963,7985335179";"0,00000000001568067409169946";"146259868,0003768802";"25284963,7985335216";"6294"
"Reducing and preventing early school-leaving and promoting equal access to good quality early-childhood, primary and secondary education including formal, non-formal and informal learning pathways for reintegrating into education and training";"VII.0.115";"0,0";"02.3.62.1";"Kvalitní podmínky pro inkluzívní vzdělávání";"OP VVV";"02";"23459926,995582771";"19585798,489897247";"3874128,5056855329";"0,000000000";"11176306,4833095800";"9245696,7277497705";"1930609,7555598328";"0,00000000001243561444270908";"11176306,4833095800";"1930609,7555598328";"2233"
"Reducing and preventing early school-leaving and promoting equal access to good quality early-childhood, primary and secondary education including formal, non-formal and informal learning pathways for reintegrating into education and training";"VII.0.115";"0,0";"02.3.68.1";"Zvýšení kvality předškolního vzdělávání včetně usnadnění přechodu dětí na ZŠ";"OP VVV";"02";"3765003405,195428848";"3084466689,215764046";"671096924,1870496273";"9439791,792599998";"3699540510,7642531395";"3034154837,3845295906";"654051997,2000151873";"11333676,17970000579953193664550781";"3688206834,5845532417";"665385673,3797152042";"7669"
"Reducing and preventing early school-leaving and promoting equal access to good quality early-childhood, primary and secondary education including formal, non-formal and informal learning pathways for reintegrating into education and training";"VII.0.115";"0,0";"02.3.68.2";"Zlepšení kvality vzdělávání a výsledků žáků v klíčových kompetencích";"OP VVV";"02";"10029457890,076089859";"8246550008,454855919";"1755741285,2998263836";"27166596,321400002";"9308151498,5102157593";"7655588005,9118614197";"1625735646,0730464458";"26827846,52530002966523170471191406";"9281323651,9849147797";"1652563492,5983481407";"9411"
"Reducing and preventing early school-leaving and promoting equal access to good quality early-childhood, primary and secondary education including formal, non-formal and informal learning pathways for reintegrating into education and training";"VII.0.115";"0,0";"02.3.68.3";"Rozvoj systému strategického řízení a hodnocení kvality ve vzdělávání";"OP VVV";"02";"2947403173,316298485";"2416515540,184201717";"502156615,4421005249";"28731017,690000001";"2268884827,9214997292";"1859231425,5075011253";"383018120,0265000463";"26635282,38749995827674865722656250";"2242249545,5339999199";"409653402,4139997363";"641"
"Reducing and preventing early school-leaving and promoting equal access to good quality early-childhood, primary and secondary education including formal, non-formal and informal learning pathways for reintegrating into education and training";"VII.0.115";"0,0";"02.3.68.4";"Zkvalitnění přípravy budoucích a začínajících pedagogických pracovníků";"OP VVV";"02";"955830170,782351971";"790350600,445183039";"151044132,2371689081";"14435438,100000001";"746445435,2637701035";"620481334,9762252569";"112939778,3075448871";"13024321,98000002093613147735595703";"733421113,2837700844";"125964100,2875449061";"40"
"Reducing and preventing early school-leaving and promoting equal access to good quality early-childhood, primary and secondary education including formal, non-formal and informal learning pathways for reintegrating into education and training";"VII.0.115";"0,0";"02.3.68.5";"Zvyšení kvality vzdělávání a odborné přípravy včetně posílení jejich relevance pro trh práce";"OP VVV";"02";"7716113616,224956512";"6249219582,320385933";"1446437793,2685704231";"20456240,635999992";"5665691575,5264129639";"4643666778,6269922256";"1001721831,4819297791";"20302965,41750001162290573120117188";"5645388610,1089124680";"1022024796,8994306326";"9156"
"Reducing and preventing early school-leaving and promoting equal access to good quality early-childhood, primary and secondary education including formal, non-formal and informal learning pathways for reintegrating into education and training";"VII.0.115";"0,0";"07.4.68.4.2";"Zvýšení kvality vzdělávání prostřednictvím posílení inkluze v multikulturní společnosti";"OP PPR";"07";"1333663231,650000334";"666831615,550000191";"661362278,5700000525";"5469337,530000000";"951364631,6499996185";"475682314,4899999499";"471538641,2700002193";"4143675,89000000152736902236938477";"947220955,7599996328";"475682317,1600001454";"812"
"Reducing and preventing early school-leaving and promoting equal access to good quality early-childhood, primary and secondary education including formal, non-formal and informal learning pathways for reintegrating into education and training";"VII.0.115";"0,0";NA;NA;"OP VVV";"02";"0,000000000";"0,000000000";"0,0000000000";"0,000000000";"0,0000000000";"0,0000000000";"0,0000000000";"0,00000000000000000000000000";"0,0000000000";"0,0000000000";"25"
"Improving the quality and efficiency of, and access to, tertiary and equivalent education with a view to increasing participation and attainment levels, especially for disadvantaged groups";"VII.0.116";"0,0";"02.2.69.1";"Zvýšení kvality vzdělávání na vysokých školách a jeho relevance pro potřeby trhu práce";"OP VVV";"02";"2870019385,782123089";"2344949392,583796978";"416338657,9260818958";"108731335,272243008";"2644625525,7951240540";"2160453093,6909298897";"381653339,0160260201";"102519093,08816801011562347412109375";"2542106432,7069563866";"484172432,1041939855";"59"
"Improving the quality and efficiency of, and access to, tertiary and equivalent education with a view to increasing participation and attainment levels, especially for disadvantaged groups";"VII.0.116";"0,0";"02.2.69.2";"Zvýšení účasti studentů se specifickými potřebami, ze socio-ekonomicky znevýhodněných skupin a z etnických minorit na vysokoškolském vzdělávání, a snížení studijní neúspěšnosti studentů";"OP VVV";"02";"573404237,960324049";"468702158,075028121";"83851971,7710929811";"20850108,114202999";"524275937,9023000598";"428383849,3494079709";"76281940,6895420104";"19610147,86334999650716781616210938";"504665790,0389500856";"95892088,5528919846";"39"
"Improving the quality and efficiency of, and access to, tertiary and equivalent education with a view to increasing participation and attainment levels, especially for disadvantaged groups";"VII.0.116";"0,0";"02.2.69.3";"Zkvalitnění podmínek pro celoživotní vzdělávání na vysokých školách";"OP VVV";"02";"25984151,629999999";"21320671,480000000";"4368439,5199999996";"295040,630000000";"23565166,6599999964";"19310645,7600000016";"3960362,6200000001";"294158,27999999932944774627685547";"23271008,3800000027";"4254520,8999999994";"8"
"Improving the quality and efficiency of, and access to, tertiary and equivalent education with a view to increasing participation and attainment levels, especially for disadvantaged groups";"VII.0.116";"0,0";"02.2.69.4";"Nastavení a rozvoj systému hodnocení a zabezpečení kvality a strategického řízení vysokých škol";"OP VVV";"02";"645844457,537553072";"524046595,001173913";"90081992,5028250068";"31715870,033554003";"604952107,0725759268";"490618314,5996620059";"84514650,9944320023";"29819141,47848200052976608276367188";"575132965,5940940380";"114333792,4729140103";"31"
"Improving the quality and efficiency of, and access to, tertiary and equivalent education with a view to increasing participation and attainment levels, especially for disadvantaged groups";"VII.0.116";"0,0";"02.2.69.5";"Zlepšení podmínek pro výuku spojenou s výzkumem a pro rozvoj lidských zdrojů v oblasti výzkumu a vývoje";"OP VVV";"02";"6535511690,079999924";"5315290798,509995461";"1094905212,1100003719";"125315679,459999979";"5307880321,3300008774";"4324922777,7799959183";"873152682,6800001860";"109804860,87000006437301635742187500";"5198075460,4600019455";"982957543,5500005484";"352"
